idbestellungen;kunden_idkunden;DATUM;AUSGELIEFERT
18910;24481;2007-05-11;1
18920;22602;2007-07-08;0
18922;26026;2007-04-21;1
18926;22590;2007-05-29;0
18927;19938;2007-04-20;1
18930;25975;2007-04-24;1
18931;24560;2007-06-24;0
18933;26209;2007-04-22;1
18934;24628;2007-04-03;1
18935;18629;2007-05-09;1
18936;25802;2007-05-13;1
18941;21284;2007-06-01;0
18942;22603;2007-05-12;1
18944;22102;2007-04-04;1
18945;19484;2007-05-16;1
18947;21226;2007-04-27;1
18949;22993;2007-07-05;0
18950;19218;2007-05-12;1
18951;25380;2007-06-08;0
18956;27349;2007-05-16;1
18957;20459;2007-07-02;0
18958;26549;2007-04-07;1
18960;22564;2007-04-23;1
18961;20639;2007-06-04;0
18965;28559;2007-05-26;0
18966;22583;2007-05-10;1
18967;18302;2007-06-12;0
18969;23331;2007-05-30;0
18973;19061;2007-07-03;0
18978;19859;2007-05-23;0
18980;21967;2007-07-08;0
18988;19264;2007-04-14;1
18989;23200;2007-05-12;1
18990;19917;2007-07-03;0
18993;23462;2007-04-17;1
18999;22180;2007-05-18;1
19000;25538;2007-04-08;1
19001;28582;2007-06-25;0
19004;18779;2007-04-02;1
19006;20699;2007-04-24;1
19007;22139;2007-06-11;0
19014;21662;2007-04-22;1
19015;21200;2007-06-29;0
19021;21079;2007-05-15;1
19022;27676;2007-05-30;0
19023;21295;2007-04-22;1
19025;27508;2007-05-17;1
19026;23004;2007-06-27;0
19029;27189;2007-05-08;1
19030;23699;2007-06-12;0
19032;26852;2007-04-03;1
19033;26316;2007-04-06;1
19035;22022;2007-04-14;1
19036;24632;2007-06-08;0
19039;25237;2007-06-11;0
19041;18496;2007-05-19;1
19042;26842;2007-06-03;0
19047;21367;2007-05-27;0
19049;25480;2007-04-13;1
19051;27098;2007-07-08;0
19059;19908;2007-05-26;0
19060;22642;2007-06-26;0
19062;21120;2007-06-19;0
19066;18602;2007-04-08;1
19069;28277;2007-04-10;1
19070;25206;2007-04-23;1
19072;19344;2007-05-10;1
19074;22684;2007-06-02;0
19075;26704;2007-06-27;0
19076;22874;2007-06-20;0
19080;22765;2007-05-09;1
19084;23129;2007-07-07;0
19085;25239;2007-06-13;0
19088;20698;2007-07-02;0
19090;21116;2007-06-25;0
19092;22494;2007-05-14;1
19093;25819;2007-06-13;0
19095;26328;2007-05-10;1
19096;26013;2007-06-09;0
19097;22093;2007-06-09;0
19099;23354;2007-06-05;0
19102;20788;2007-04-07;1
19105;27747;2007-04-16;1
19107;26716;2007-04-03;1
19112;25901;2007-05-02;1
19114;25781;2007-04-18;1
19115;21006;2007-05-25;0
19123;19142;2007-05-08;1
19127;22163;2007-06-06;0
19129;24994;2007-04-25;1
19133;20731;2007-05-18;1
19135;20943;2007-06-07;0
19139;24019;2007-06-22;0
19144;28490;2007-05-02;1
19150;23541;2007-06-20;0
19156;19599;2007-04-27;1
19158;23636;2007-06-03;0
19162;23405;2007-04-05;1
19163;19335;2007-05-27;0
19168;20697;2007-06-19;0
19171;25529;2007-04-12;1
19174;25118;2007-04-13;1
19177;26352;2007-06-17;0
19178;19289;2007-04-08;1
19180;27265;2007-04-04;1
19181;25112;2007-04-22;1
19182;22125;2007-04-11;1
19183;21720;2007-06-07;0
19185;20258;2007-05-19;1
19187;21863;2007-05-23;0
19199;19049;2007-05-31;0
19202;22562;2007-06-22;0
19203;23838;2007-04-07;1
19204;27345;2007-04-04;1
19205;26649;2007-06-10;0
19206;24667;2007-06-04;0
19207;25596;2007-05-29;0
19208;21263;2007-04-09;1
19211;21884;2007-05-19;1
19213;22086;2007-04-16;1
19215;20178;2007-04-13;1
19216;20741;2007-06-24;0
19220;20494;2007-05-02;1
19222;27539;2007-06-01;0
19227;24765;2007-04-12;1
19229;21862;2007-07-02;0
19230;23979;2007-05-14;1
19232;20067;2007-04-18;1
19237;26924;2007-04-06;1
19238;23013;2007-06-05;0
19240;24228;2007-06-24;0
19241;20626;2007-06-21;0
19243;25178;2007-05-12;1
19244;21223;2007-04-03;1
19246;25481;2007-07-04;0
19248;28550;2007-04-07;1
19252;21482;2007-04-14;1
19253;19681;2007-04-04;1
19254;27192;2007-05-01;1
19255;18403;2007-05-18;1
19258;20345;2007-07-06;0
19259;23665;2007-05-01;1
19261;28540;2007-05-24;0
19263;28039;2007-04-16;1
19265;22242;2007-04-29;1
19268;21611;2007-04-02;1
19269;27860;2007-07-07;0
19271;22455;2007-06-20;0
19274;19651;2007-06-15;0
19275;28505;2007-05-21;0
19278;23944;2007-04-09;1
19279;24032;2007-04-18;1
19281;25819;2007-05-27;0
19282;24852;2007-04-06;1
19283;20320;2007-04-25;1
19286;25133;2007-04-28;1
19291;25156;2007-06-05;0
19293;27986;2007-05-07;1
19294;20062;2007-05-01;1
19295;24326;2007-05-02;1
19299;27619;2007-06-14;0
19302;24476;2007-06-09;0
19304;26836;2007-06-06;0
19309;27324;2007-06-19;0
19313;24951;2007-06-19;0
19317;26404;2007-06-11;0
19319;26752;2007-05-30;0
19320;25746;2007-04-02;1
19324;20668;2007-05-23;0
19325;21110;2007-04-10;1
19328;23015;2007-04-11;1
19329;23962;2007-05-15;1
19330;25965;2007-06-03;0
19332;20208;2007-04-21;1
19333;24963;2007-05-05;1
19335;20749;2007-07-08;0
19337;24162;2007-07-06;0
19338;22121;2007-05-29;0
19339;22011;2007-04-02;1
19345;27606;2007-04-19;1
19350;20639;2007-06-22;0
19361;21072;2007-05-27;0
19365;26819;2007-07-03;0
19369;24716;2007-05-25;0
19373;23957;2007-05-28;0
19379;21699;2007-05-05;1
19382;25441;2007-05-23;0
19385;21191;2007-05-18;1
19386;25644;2007-05-12;1
19388;23091;2007-05-31;0
19394;20551;2007-04-19;1
19395;23441;2007-05-04;1
19397;24288;2007-04-05;1
19404;20370;2007-05-13;1
19409;22854;2007-04-28;1
19411;28221;2007-04-21;1
19414;27685;2007-05-21;0
19415;24488;2007-05-11;1
19416;24269;2007-04-06;1
19417;23513;2007-07-07;0
19422;19947;2007-06-11;0
19423;22937;2007-04-11;1
19425;25724;2007-05-20;1
19426;21298;2007-04-12;1
19438;26058;2007-04-26;1
19439;19485;2007-05-01;1
19440;20700;2007-05-16;1
19447;28541;2007-04-19;1
19449;24701;2007-06-17;0
19450;27810;2007-04-30;1
19452;22906;2007-06-21;0
19453;21472;2007-05-23;0
19459;23284;2007-07-02;0
19460;19816;2007-04-22;1
19464;20621;2007-06-09;0
19465;26987;2007-06-24;0
19466;23788;2007-06-19;0
19469;21037;2007-04-12;1
19470;21944;2007-04-04;1
19472;26093;2007-06-12;0
19475;21354;2007-04-27;1
19477;19710;2007-05-09;1
19479;22749;2007-05-09;1
19481;21394;2007-07-02;0
19482;27816;2007-06-02;0
19485;20322;2007-06-07;0
19488;28030;2007-06-27;0
19490;26565;2007-05-12;1
19491;22416;2007-05-14;1
19494;28306;2007-04-11;1
19496;23315;2007-05-23;0
19497;20006;2007-06-16;0
19500;20360;2007-04-20;1
19502;23690;2007-04-21;1
19503;24948;2007-05-10;1
19510;27078;2007-06-02;0
19512;23591;2007-06-26;0
19515;27060;2007-04-29;1
19518;26100;2007-04-25;1
19523;24573;2007-05-27;0
19524;23109;2007-06-10;0
19525;28165;2007-05-31;0
19527;23318;2007-05-11;1
19530;26676;2007-06-13;0
19536;26342;2007-06-13;0
19541;27424;2007-05-29;0
19546;27462;2007-05-27;0
19547;22196;2007-06-14;0
19548;23132;2007-04-02;1
19550;23308;2007-04-28;1
19552;22543;2007-05-24;0
19554;23583;2007-06-19;0
19557;27754;2007-06-04;0
19561;18413;2007-06-19;0
19563;24719;2007-05-28;0
19567;20555;2007-07-04;0
19573;23101;2007-06-01;0
19574;21709;2007-05-25;0
19589;22856;2007-07-01;0
19591;27225;2007-04-11;1
19594;26739;2007-06-07;0
19596;25918;2007-05-24;0
19599;24057;2007-06-01;0
19603;21769;2007-04-02;1
19607;28080;2007-07-01;0
19611;18688;2007-06-20;0
19617;20524;2007-04-06;1
19620;25578;2007-05-01;1
19624;27927;2007-04-25;1
19628;24999;2007-07-04;0
19630;19763;2007-04-27;1
19631;23170;2007-04-27;1
19633;18677;2007-04-17;1
19635;22434;2007-05-12;1
19640;23412;2007-04-13;1
19641;18673;2007-07-08;0
19644;20006;2007-07-03;0
19648;27468;2007-06-02;0
19650;27862;2007-05-01;1
19654;27117;2007-05-02;1
19656;23081;2007-06-21;0
19657;27139;2007-07-03;0
19658;22480;2007-06-17;0
19659;27035;2007-06-21;0
19667;23617;2007-06-12;0
19678;23369;2007-05-22;0
19681;24781;2007-06-17;0
19686;23124;2007-05-06;1
19688;20198;2007-06-24;0
19690;27990;2007-05-31;0
19694;26637;2007-05-20;1
19701;18588;2007-05-20;1
19703;18738;2007-07-02;0
19704;21404;2007-06-11;0
19706;22598;2007-04-20;1
19707;19167;2007-07-07;0
19708;21381;2007-04-24;1
19709;20212;2007-04-02;1
19721;27176;2007-06-25;0
19723;22028;2007-04-15;1
19726;26599;2007-05-09;1
19729;28085;2007-05-04;1
19730;19950;2007-04-30;1
19732;24776;2007-05-06;1
19735;27249;2007-06-15;0
19738;23583;2007-06-13;0
19740;20410;2007-05-29;0
19743;28623;2007-06-23;0
19744;25457;2007-04-25;1
19746;28573;2007-04-05;1
19749;19555;2007-05-27;0
19750;24661;2007-05-25;0
19754;26493;2007-06-23;0
19760;18727;2007-07-01;0
19761;21857;2007-06-22;0
19763;21934;2007-06-29;0
19767;20726;2007-04-14;1
19768;23259;2007-05-05;1
19770;19504;2007-04-04;1
19772;20423;2007-06-18;0
19778;25208;2007-06-29;0
19779;22194;2007-05-31;0
19781;19965;2007-04-27;1
19782;28520;2007-04-02;1
19783;20600;2007-06-27;0
19785;19727;2007-06-19;0
19794;26891;2007-05-05;1
19795;27190;2007-06-15;0
19796;24944;2007-06-23;0
19797;23497;2007-06-28;0
19798;28362;2007-04-14;1
19799;18280;2007-06-05;0
19800;28428;2007-06-13;0
19805;23365;2007-06-02;0
19810;23664;2007-04-20;1
19812;18604;2007-06-23;0
19814;25623;2007-04-12;1
19815;27400;2007-06-06;0
19816;21974;2007-06-22;0
19818;18510;2007-04-12;1
19824;27780;2007-06-07;0
19825;18463;2007-06-24;0
19826;27727;2007-06-21;0
19828;18996;2007-04-10;1
19834;22404;2007-06-26;0
19838;20549;2007-05-06;1
19841;22598;2007-04-09;1
19843;25845;2007-06-02;0
19849;28129;2007-06-08;0
19853;19189;2007-04-22;1
19855;23444;2007-07-04;0
19857;23938;2007-05-05;1
19858;19130;2007-06-26;0
19860;24276;2007-06-21;0
19862;22071;2007-06-03;0
19863;22374;2007-05-01;1
19868;22037;2007-05-07;1
19869;21228;2007-06-11;0
19870;19449;2007-04-20;1
19872;23777;2007-05-03;1
19874;26522;2007-06-23;0
19876;27032;2007-06-17;0
19879;27435;2007-04-10;1
19883;19505;2007-05-11;1
19889;27597;2007-07-02;0
19892;19756;2007-06-01;0
19898;22797;2007-07-05;0
19900;20958;2007-07-06;0
19901;28037;2007-06-15;0
19902;21641;2007-05-23;0
19903;24779;2007-05-23;0
19905;22129;2007-05-29;0
19907;23811;2007-06-22;0
19908;21305;2007-05-08;1
19910;25049;2007-04-19;1
19911;19891;2007-04-20;1
19912;18746;2007-06-02;0
19913;20332;2007-06-17;0
19919;27373;2007-06-06;0
19920;26240;2007-05-28;0
19921;23505;2007-06-30;0
19922;22239;2007-04-23;1
19923;23077;2007-05-14;1
19926;20607;2007-06-14;0
19928;25394;2007-05-31;0
19936;19684;2007-05-12;1
19937;21193;2007-06-09;0
19940;18835;2007-04-17;1
19942;20491;2007-05-07;1
19946;22542;2007-05-23;0
19947;28061;2007-06-23;0
19950;23881;2007-06-16;0
19951;26598;2007-04-23;1
19952;24620;2007-04-16;1
19953;24061;2007-05-01;1
19955;26090;2007-04-07;1
19957;27201;2007-04-10;1
19962;27054;2007-04-23;1
19969;23487;2007-05-16;1
19970;20544;2007-05-19;1
19971;21119;2007-05-07;1
19972;20378;2007-05-03;1
19978;20529;2007-06-08;0
19981;21183;2007-07-01;0
19983;23927;2007-04-15;1
19984;22361;2007-04-27;1
19987;20110;2007-06-19;0
19988;24672;2007-06-24;0
19991;21120;2007-05-03;1
19999;20317;2007-06-03;0
20007;19762;2007-06-12;0
20009;23539;2007-04-20;1
20010;23076;2007-05-21;0
20011;19605;2007-05-30;0
20016;23331;2007-07-08;0
20019;24663;2007-06-16;0
20020;21310;2007-04-23;1
20022;20899;2007-06-16;0
20024;21296;2007-04-26;1
20025;28062;2007-04-17;1
20028;23006;2007-04-12;1
20029;19003;2007-05-24;0
20030;22566;2007-05-30;0
20034;26382;2007-06-14;0
20037;21970;2007-04-20;1
20039;19599;2007-06-24;0
20041;27073;2007-04-20;1
20048;19959;2007-05-27;0
20050;23480;2007-07-08;0
20054;27644;2007-05-13;1
20055;23593;2007-05-25;0
20058;19978;2007-06-17;0
20060;24473;2007-06-19;0
20061;23424;2007-04-07;1
20062;25394;2007-06-01;0
20063;25158;2007-04-27;1
20073;19017;2007-04-26;1
20074;22543;2007-05-30;0
20075;22875;2007-04-04;1
20077;19766;2007-04-12;1
20078;18883;2007-04-02;1
20081;22787;2007-04-24;1
20082;20113;2007-04-30;1
20083;21492;2007-06-10;0
20084;24160;2007-05-26;0
20090;22577;2007-05-21;0
20091;26239;2007-04-16;1
20094;23763;2007-04-07;1
20104;28151;2007-04-23;1
20105;22120;2007-04-20;1
20106;25059;2007-05-09;1
20111;22218;2007-04-04;1
20112;19130;2007-05-30;0
20114;25161;2007-05-29;0
20119;20864;2007-05-03;1
20126;28006;2007-05-10;1
20128;23891;2007-04-20;1
20130;21196;2007-05-16;1
20132;19606;2007-04-05;1
20138;21979;2007-05-19;1
20141;20254;2007-07-06;0
20142;20295;2007-06-15;0
20143;25073;2007-04-26;1
20147;20726;2007-04-29;1
20149;22077;2007-05-20;1
20151;26415;2007-06-07;0
20158;21861;2007-05-22;0
20159;23753;2007-04-20;1
20160;22751;2007-06-20;0
20162;21180;2007-05-19;1
20163;26540;2007-05-30;0
20169;19536;2007-06-27;0
20171;21457;2007-06-17;0
20173;27595;2007-05-07;1
20180;25927;2007-05-19;1
20185;23418;2007-06-18;0
20186;21798;2007-05-27;0
20193;26863;2007-05-01;1
20196;27712;2007-05-20;1
20197;22392;2007-04-18;1
20200;26385;2007-05-19;1
20208;28033;2007-05-05;1
20209;26295;2007-07-04;0
20211;22551;2007-05-05;1
20212;23472;2007-07-01;0
20214;26463;2007-06-10;0
20217;19366;2007-06-18;0
20220;21906;2007-04-10;1
20221;19578;2007-06-10;0
20223;25559;2007-04-27;1
20228;19668;2007-06-19;0
20232;24597;2007-04-19;1
20234;18291;2007-06-22;0
20235;25435;2007-04-14;1
20236;18427;2007-06-29;0
20238;25017;2007-05-03;1
20239;28620;2007-05-30;0
20249;21093;2007-06-27;0
20250;22646;2007-04-22;1
20253;24068;2007-04-17;1
20257;20570;2007-07-06;0
20259;22889;2007-05-08;1
20263;19929;2007-04-06;1
20265;28604;2007-05-20;1
20266;26591;2007-04-18;1
20270;25682;2007-06-19;0
20272;22987;2007-05-18;1
20277;20299;2007-07-07;0
20281;21382;2007-07-07;0
20283;27213;2007-07-01;0
20290;25253;2007-06-27;0
20291;26494;2007-07-02;0
20294;21607;2007-05-01;1
20296;25242;2007-04-03;1
20297;20985;2007-06-30;0
20298;20466;2007-04-07;1
20301;28113;2007-05-08;1
20302;23914;2007-07-02;0
20303;28010;2007-04-03;1
20304;24048;2007-04-09;1
20307;20304;2007-06-27;0
20309;28214;2007-04-07;1
20310;28143;2007-04-04;1
20313;21137;2007-05-12;1
20314;22330;2007-05-25;0
20316;20222;2007-05-30;0
20317;18506;2007-07-06;0
20321;26063;2007-04-16;1
20325;27826;2007-06-27;0
20327;20859;2007-05-23;0
20328;22403;2007-05-27;0
20332;28470;2007-07-01;0
20333;19467;2007-06-18;0
20334;25278;2007-04-11;1
20336;26106;2007-04-06;1
20341;18932;2007-06-12;0
20347;24629;2007-06-11;0
20354;28012;2007-05-30;0
20356;21492;2007-05-13;1
20357;19229;2007-05-31;0
20358;23597;2007-05-02;1
20359;24860;2007-04-22;1
20361;21775;2007-06-11;0
20362;26538;2007-05-03;1
20367;21529;2007-06-30;0
20368;24496;2007-05-02;1
20369;21247;2007-04-10;1
20373;25248;2007-04-16;1
20374;28561;2007-07-09;0
20375;27712;2007-04-19;1
20378;21344;2007-05-02;1
20384;21998;2007-05-07;1
20386;28440;2007-06-30;0
20387;23697;2007-06-18;0
20388;20093;2007-04-20;1
20395;22632;2007-04-22;1
20396;21031;2007-05-11;1
20399;27426;2007-06-23;0
20401;21244;2007-05-04;1
20404;19174;2007-06-10;0
20406;20032;2007-07-03;0
20407;18541;2007-06-19;0
20411;19821;2007-04-29;1
20412;26523;2007-05-01;1
20415;28210;2007-05-06;1
20426;18694;2007-06-26;0
20428;20251;2007-06-19;0
20433;22555;2007-05-18;1
20435;21085;2007-05-03;1
20437;25235;2007-06-21;0
20438;24530;2007-06-27;0
20442;18847;2007-06-04;0
20443;19793;2007-06-17;0
20448;24410;2007-04-09;1
20452;20200;2007-04-13;1
20455;23054;2007-06-07;0
20456;19807;2007-05-31;0
20462;26927;2007-07-09;0
20463;27558;2007-05-07;1
20464;22256;2007-06-04;0
20465;26622;2007-07-09;0
20468;27646;2007-05-04;1
20469;18723;2007-04-25;1
20470;23688;2007-06-04;0
20473;26461;2007-05-11;1
20474;26872;2007-05-26;0
20476;23419;2007-07-03;0
20479;24609;2007-05-01;1
20484;21286;2007-04-17;1
20485;25760;2007-04-12;1
20492;22426;2007-05-28;0
20497;19926;2007-04-29;1
20498;26174;2007-04-14;1
20506;22615;2007-06-20;0
20507;22377;2007-06-12;0
20510;28272;2007-06-13;0
20516;27643;2007-04-05;1
20519;25133;2007-05-25;0
20521;27085;2007-04-03;1
20522;24089;2007-07-01;0
20526;18965;2007-04-22;1
20528;24008;2007-06-08;0
20529;25020;2007-06-20;0
20530;20517;2007-04-06;1
20533;21085;2007-06-18;0
20535;24545;2007-05-06;1
20536;25695;2007-04-18;1
20539;20759;2007-05-01;1
20541;19214;2007-06-12;0
20543;26604;2007-05-23;0
20545;20391;2007-04-07;1
20549;24718;2007-06-07;0
20551;28146;2007-06-29;0
20554;26161;2007-06-17;0
20557;26160;2007-05-26;0
20561;22315;2007-07-03;0
20562;27006;2007-04-05;1
20564;18671;2007-05-05;1
20565;24779;2007-04-09;1
20566;25417;2007-06-24;0
20567;19865;2007-04-10;1
20568;21413;2007-05-06;1
20571;20705;2007-05-17;1
20574;21988;2007-04-25;1
20575;23093;2007-06-24;0
20576;26066;2007-06-01;0
20577;26123;2007-05-10;1
20578;28209;2007-06-08;0
20579;25691;2007-05-19;1
20582;21975;2007-04-12;1
20583;27928;2007-04-02;1
20584;22173;2007-04-10;1
20585;21008;2007-04-17;1
20586;18477;2007-05-30;0
20588;23561;2007-04-03;1
20591;28173;2007-06-01;0
20592;18696;2007-04-29;1
20596;20845;2007-06-08;0
20597;19005;2007-05-29;0
20600;23611;2007-04-22;1
20602;22813;2007-04-29;1
20603;23191;2007-06-29;0
20606;20499;2007-04-09;1
20607;28140;2007-04-18;1
20612;26589;2007-06-27;0
20613;19827;2007-06-22;0
20617;27716;2007-04-04;1
20619;26301;2007-04-20;1
20622;24942;2007-04-09;1
20623;19450;2007-05-12;1
20624;26075;2007-07-03;0
20637;27421;2007-04-23;1
20641;18974;2007-05-13;1
20643;20493;2007-04-10;1
20647;27506;2007-05-16;1
20648;26890;2007-05-23;0
20651;21766;2007-06-05;0
20658;25754;2007-07-05;0
20662;24548;2007-07-01;0
20663;23807;2007-05-21;0
20666;22535;2007-06-21;0
20670;26258;2007-06-15;0
20674;25791;2007-04-12;1
20679;23190;2007-04-03;1
20683;28494;2007-06-07;0
20688;26993;2007-05-10;1
20689;20818;2007-06-10;0
20690;27830;2007-05-25;0
20696;23063;2007-05-21;0
20698;19672;2007-05-03;1
20707;24804;2007-06-30;0
20709;24446;2007-06-23;0
20712;28481;2007-05-02;1
20714;26067;2007-04-04;1
20717;24692;2007-04-26;1
20718;20413;2007-04-20;1
20719;20338;2007-04-27;1
20723;25566;2007-06-25;0
20725;20420;2007-05-01;1
20726;28527;2007-05-06;1
20730;21541;2007-05-27;0
20733;23837;2007-06-12;0
20735;23069;2007-05-06;1
20736;22019;2007-06-23;0
20737;24972;2007-07-09;0
20738;22378;2007-06-23;0
20739;24461;2007-05-08;1
20742;23443;2007-05-04;1
20744;20616;2007-06-29;0
20747;27741;2007-05-03;1
20749;25631;2007-05-09;1
20751;27008;2007-04-26;1
20753;27972;2007-04-08;1
20755;23011;2007-05-23;0
20756;24298;2007-07-08;0
20758;25942;2007-06-13;0
20761;26918;2007-06-08;0
20762;21705;2007-06-10;0
20765;27990;2007-05-11;1
20766;28137;2007-04-08;1
20773;24590;2007-06-21;0
20775;22069;2007-05-25;0
20776;19809;2007-04-28;1
20782;27461;2007-05-22;0
20784;27530;2007-04-21;1
20785;23170;2007-05-02;1
20789;19830;2007-05-10;1
20790;27408;2007-05-07;1
20792;27668;2007-04-28;1
20797;20381;2007-06-07;0
20798;28278;2007-04-30;1
20799;21264;2007-05-20;1
20806;24695;2007-06-24;0
20807;21119;2007-05-07;1
20813;25660;2007-07-01;0
20814;28547;2007-05-09;1
20816;28095;2007-04-19;1
20823;25805;2007-06-05;0
20827;22906;2007-04-12;1
20831;28065;2007-05-31;0
20836;18680;2007-06-14;0
20837;20990;2007-05-25;0
20838;21360;2007-07-06;0
20839;24608;2007-04-04;1
20840;27113;2007-05-18;1
20841;19937;2007-06-26;0
20845;18667;2007-04-02;1
20853;19906;2007-05-04;1
20860;22349;2007-05-30;0
20863;25289;2007-06-30;0
20866;21463;2007-04-04;1
20867;24193;2007-06-01;0
20872;22877;2007-07-01;0
20875;24273;2007-05-02;1
20883;26562;2007-06-23;0
20887;24647;2007-04-02;1
20890;27051;2007-07-01;0
20892;18747;2007-06-29;0
20895;25325;2007-06-14;0
20898;27819;2007-06-17;0
20900;25842;2007-07-08;0
20902;18488;2007-05-21;0
20903;21300;2007-04-17;1
20904;21670;2007-05-10;1
20905;26340;2007-04-21;1
20910;19840;2007-07-04;0
20920;20559;2007-04-26;1
20921;25453;2007-04-04;1
20933;24961;2007-04-03;1
20935;24637;2007-07-04;0
20937;22109;2007-04-03;1
20940;28331;2007-05-14;1
20943;25215;2007-04-18;1
20944;20943;2007-06-23;0
20945;22218;2007-06-19;0
20951;19881;2007-04-07;1
20952;19318;2007-04-08;1
20953;27291;2007-05-22;0
20954;20933;2007-04-26;1
20957;18476;2007-05-13;1
20961;22895;2007-06-13;0
20963;25438;2007-04-12;1
20964;21048;2007-04-24;1
20966;22825;2007-05-02;1
20968;28326;2007-04-02;1
20970;26432;2007-06-03;0
20971;22184;2007-05-25;0
20977;20983;2007-04-28;1
20979;23481;2007-04-08;1
20983;18827;2007-07-04;0
20985;26403;2007-06-11;0
20991;27514;2007-05-02;1
20993;23609;2007-06-17;0
21000;28031;2007-05-20;1
21001;21265;2007-07-01;0
21003;18530;2007-06-05;0
21008;26456;2007-06-07;0
21011;24485;2007-05-10;1
21014;27513;2007-07-08;0
21015;23050;2007-04-30;1
21018;21899;2007-05-25;0
21019;23283;2007-05-23;0
21025;27555;2007-05-04;1
21029;24035;2007-04-15;1
21031;21615;2007-06-22;0
21034;24088;2007-05-29;0
21035;18418;2007-06-18;0
21037;19484;2007-06-03;0
21041;27099;2007-05-29;0
21043;28453;2007-04-15;1
21044;27030;2007-04-29;1
21048;24734;2007-06-18;0
21050;20555;2007-04-25;1
21051;18517;2007-04-06;1
21052;24576;2007-05-21;0
21054;27943;2007-04-29;1
21057;19292;2007-06-30;0
21059;19038;2007-04-12;1
21061;22503;2007-06-15;0
21065;25234;2007-04-28;1
21071;22672;2007-06-22;0
21076;25295;2007-05-10;1
21079;21444;2007-07-04;0
21081;24478;2007-05-03;1
21082;19426;2007-05-19;1
21083;25253;2007-06-06;0
21085;25076;2007-06-12;0
21086;25677;2007-05-03;1
21091;21902;2007-06-12;0
21095;23149;2007-07-03;0
21102;23166;2007-06-25;0
21104;25405;2007-04-18;1
21105;26521;2007-05-13;1
21107;18732;2007-06-27;0
21109;21699;2007-04-14;1
21110;20542;2007-04-09;1
21113;20957;2007-06-26;0
21118;27578;2007-06-03;0
21119;21457;2007-04-15;1
21120;28195;2007-07-04;0
21132;22312;2007-06-30;0
21138;28485;2007-05-21;0
21150;20071;2007-06-06;0
21163;20135;2007-06-11;0
21166;19310;2007-05-19;1
21167;23069;2007-04-20;1
21171;27928;2007-05-08;1
21173;21981;2007-04-16;1
21175;21249;2007-05-21;0
21176;24970;2007-06-26;0
21177;19990;2007-04-19;1
21178;20711;2007-05-21;0
21179;19679;2007-04-19;1
21182;26938;2007-05-14;1
21184;20322;2007-04-24;1
21190;22786;2007-06-22;0
21192;24681;2007-05-03;1
21193;20310;2007-04-28;1
21194;24665;2007-04-07;1
21196;18450;2007-04-12;1
21200;26181;2007-05-04;1
21201;21507;2007-07-09;0
21203;23793;2007-05-28;0
21205;20780;2007-05-01;1
21206;19148;2007-05-09;1
21207;19469;2007-05-03;1
21212;24036;2007-06-21;0
21218;28450;2007-05-20;1
21219;18930;2007-04-20;1
21223;19205;2007-05-03;1
21227;21754;2007-05-29;0
21228;25953;2007-04-11;1
21229;21906;2007-07-07;0
21234;22135;2007-06-25;0
21236;22588;2007-06-21;0
21239;28179;2007-07-02;0
21240;23225;2007-07-08;0
21242;19355;2007-06-16;0
21243;28302;2007-06-14;0
21246;18441;2007-05-05;1
21249;18645;2007-06-05;0
21257;19032;2007-06-29;0
21261;26032;2007-06-19;0
21262;22154;2007-04-23;1
21263;20587;2007-04-04;1
21265;23797;2007-05-25;0
21268;23205;2007-05-26;0
21269;27097;2007-06-12;0
21272;21388;2007-07-06;0
21274;24343;2007-04-22;1
21275;25010;2007-05-17;1
21276;24019;2007-07-05;0
21281;23906;2007-04-15;1
21284;19951;2007-04-22;1
21286;28332;2007-04-18;1
21287;24316;2007-06-20;0
21292;20931;2007-05-08;1
21295;25830;2007-04-20;1
21297;27405;2007-06-14;0
21298;21474;2007-05-28;0
21305;25079;2007-04-24;1
21306;21888;2007-06-16;0
21308;21304;2007-06-29;0
21311;22255;2007-07-07;0
21314;19066;2007-04-10;1
21315;22265;2007-04-13;1
21319;18667;2007-05-21;0
21320;24102;2007-05-08;1
21324;26404;2007-04-10;1
21329;27150;2007-04-03;1
21331;25252;2007-04-23;1
21332;21277;2007-05-28;0
21337;21997;2007-06-12;0
21339;23509;2007-07-07;0
21340;23549;2007-06-30;0
21344;23265;2007-05-29;0
21346;26716;2007-06-13;0
21348;19192;2007-06-10;0
21352;26769;2007-07-02;0
21355;25560;2007-05-13;1
21359;26698;2007-05-12;1
21362;22836;2007-06-06;0
21363;22791;2007-06-27;0
21364;25350;2007-06-04;0
21365;19449;2007-05-14;1
21371;24346;2007-04-28;1
21374;23756;2007-05-31;0
21377;23259;2007-05-12;1
21379;19327;2007-05-13;1
21381;25985;2007-04-03;1
21382;21213;2007-05-19;1
21384;19025;2007-06-22;0
21386;27121;2007-05-01;1
21387;18470;2007-05-21;0
21390;25682;2007-05-25;0
21396;21673;2007-07-05;0
21401;24299;2007-04-19;1
21407;21004;2007-04-10;1
21410;21300;2007-04-05;1
21413;26511;2007-05-27;0
21417;21593;2007-05-06;1
21420;20965;2007-04-15;1
21423;27421;2007-05-23;0
21426;19550;2007-05-24;0
21428;22752;2007-07-02;0
21431;24038;2007-05-05;1
21438;24633;2007-04-09;1
21440;19666;2007-05-30;0
21446;26585;2007-05-15;1
21449;25777;2007-06-26;0
21450;24521;2007-04-21;1
