idbestellpositionen;bestellungen_idbestellungen;artikel_idartikel;anzahl
63740;21292;5;3
63744;10124;1;1
63745;21295;7;1
63746;11589;1;2
63759;17348;1;2
63762;21305;7;1
63764;21306;5;2
63765;1684;1;1
63767;21308;4;1
63768;8805;1;1
63773;16135;1;1
63779;21315;7;1
63787;21320;5;1
63788;21320;7;1
63789;20333;1;3
63790;18188;1;2
63794;21324;4;1
63803;15693;1;1
63816;12834;1;2
63821;21340;5;2
63822;21340;7;3
63824;13200;1;3
63826;9871;1;3
63828;21344;4;2
63831;19114;1;1
63833;11114;1;1
63835;21348;4;2
63837;23836;1;3
63842;21352;5;3
63847;21355;7;2
63850;8401;1;1
63851;1394;1;1
63853;4126;1;2
63858;19320;1;2
63859;21362;4;1
63860;907;1;3
63861;10375;1;1
63863;1671;1;3
63864;21365;7;3
63868;10391;1;1
63879;21374;5;1
63882;11860;1;2
63891;8096;1;2
63893;21382;4;3
63896;21384;4;2
63902;19889;1;3
63906;21390;4;3
63907;21390;7;2
63909;15083;1;2
63911;22866;1;2
63914;15022;1;2
63917;21396;5;2
63918;21886;1;2
63922;23851;1;1
63925;11147;1;1
63926;11423;1;1
63931;14453;1;3
63933;3646;1;1
63936;6003;1;1
63938;18437;1;2
63941;21410;7;1
63948;15730;1;1
63950;19171;1;2
63952;1289;1;2
63957;21420;5;1
63958;21420;7;3
63959;3911;1;1
63963;481;1;3
63967;24082;1;1
63968;21426;4;1
63969;19815;1;1
63971;21428;4;1
63977;9883;1;3
63988;21438;5;1
63992;21440;7;1
63993;9066;1;1
63997;14295;1;3
63999;17254;1;2
64001;4571;1;2
64002;21446;5;3
64003;5180;1;3
64008;21450;4;3
64009;21450;7;2
64014;4695;1;3
64017;21455;7;3
64021;16422;1;3
64026;21460;7;3
64027;20530;1;1
64029;21462;5;1
64031;12594;1;1
64032;21464;4;3
64034;21465;7;3
64037;13624;1;2
64041;2761;1;2
64044;4812;1;2
64048;24049;1;2
64049;21474;4;2
64052;15645;1;3
64063;21482;5;3
64064;19754;1;1
64067;2974;1;1
64074;22764;1;2
64084;9460;1;3
64089;14975;1;3
64095;11858;1;2
64098;11476;1;2
64099;21460;1;1
64100;21504;5;2
64102;21505;7;1
64106;20037;1;1
64107;21508;5;1
64108;15339;1;2
64109;7907;1;2
64110;21510;4;2
64111;21510;7;2
64112;11746;1;1
64114;21512;4;1
64117;21514;5;2
64118;6508;1;3
64120;11589;1;1
64130;4029;1;2
64132;12077;1;2
64133;358;1;1
64134;21524;5;3
64135;16024;1;3
64138;21526;4;1
64140;18320;1;2
64142;15883;1;3
64143;19656;1;3
64147;1091;1;2
64149;15097;1;3
64152;2790;1;3
64155;21536;4;1
64168;21544;4;3
64170;21545;7;3
64174;1672;1;2
64191;3573;1;3
64193;15627;1;2
64195;21560;5;3
64196;21560;7;3
64197;12872;1;2
64198;1247;1;3
64200;12236;1;2
64202;21564;4;2
64205;22374;1;3
64206;21566;4;2
64210;20747;1;3
64213;21570;7;3
64217;23072;1;1
64219;21574;4;1
64221;21575;7;1
64226;21578;4;3
64228;18441;1;3
64229;21580;5;1
64230;21580;7;1
64232;5492;1;2
64234;16493;1;2
64235;17161;1;2
64242;19183;1;3
64243;21588;4;1
64244;18045;1;1
64245;6740;1;1
64246;21590;4;2
64247;21590;7;2
64250;21592;4;3
64251;14662;1;1
64252;228;1;3
64253;21594;4;2
64254;19744;1;2
64265;17670;1;2
64268;16563;1;2
64271;9565;1;1
64273;19594;1;3
64275;6915;1;3
64276;10495;1;2
64277;21608;4;1
64282;2126;1;2
64283;21464;1;1
64284;21612;5;1
64286;22277;1;3
64289;21615;7;2
64295;17058;1;3
64297;21620;4;1
64298;21620;7;1
64306;21625;7;1
64309;18485;1;1
64310;21639;1;1
64319;21339;1;1
64323;21635;7;3
64326;13932;1;3
64332;21640;7;2
64338;21644;4;3
64344;3202;1;1
64347;17340;1;1
64348;21650;4;1
64349;21650;7;3
64350;20648;1;2
64351;3065;1;2
64352;21652;5;2
64354;13978;1;3
64355;21654;5;3
64357;21655;7;3
64367;20077;1;2
64375;11056;1;2
64378;13410;1;1
64380;14757;1;3
64384;876;1;1
64386;21672;4;1
64389;21674;4;1
64390;6806;1;1
64392;1063;1;2
64394;2748;1;3
64396;21678;5;1
64397;10238;1;2
64407;2550;1;2
64409;5508;1;2
64412;998;1;2
64413;21688;5;3
64414;12918;1;2
64416;21690;5;3
64417;21690;7;3
64418;20521;1;3
64421;4562;1;2
64422;14259;1;2
64432;467;1;2
64434;21700;7;1
64439;22915;1;2
64445;10427;1;2
64446;20211;1;3
64448;21332;1;3
64455;12414;1;1
64460;1568;1;3
64461;21716;5;1
64463;7540;1;2
64464;21718;5;1
64465;4812;1;1
64466;13884;1;2
64467;21720;4;1
64468;21720;7;1
64472;4375;1;1
64476;21725;7;1
64477;15894;1;2
64481;21728;5;3
64482;20577;1;2
64484;21730;5;2
64485;21730;7;2
64486;5756;1;3
64493;21735;7;1
64504;2812;1;2
64509;18070;1;2
64510;21745;7;3
64513;14638;1;1
64524;15684;1;1
64528;11456;1;3
64530;11414;1;3
64531;20933;1;2
64538;9773;1;2
64539;21762;5;1
64541;16490;1;2
64545;3367;1;2
64549;21768;5;2
64551;1842;1;2
64558;10793;1;3
64565;980;1;1
64566;21778;5;1
64574;380;1;3
64576;21784;5;3
64582;16063;1;3
64585;15708;1;2
64589;21239;1;3
64592;16539;1;2
64596;20602;1;1
64598;21037;1;3
64601;16913;1;1
64607;21802;5;1
64610;21804;4;3
64612;21805;7;1
64613;10700;1;1
64614;21806;5;2
64615;19708;1;2
64616;21464;1;1
64623;1143;1;3
64628;24052;1;2
64632;14735;1;1
64634;21818;4;1
64635;14977;1;2
64637;21820;4;2
64638;21820;7;2
64641;21822;5;3
64643;8099;1;1
64647;23094;1;3
64648;21826;5;2
64651;21828;5;3
64652;22607;1;2
64653;23445;1;2
64659;9022;1;2
64660;832;1;1
64666;19417;1;1
64675;21842;4;3
64681;3212;1;2
64686;21265;1;3
64689;21850;7;2
64694;6955;1;2
64696;20733;1;3
64703;14059;1;1
64710;14243;1;1
64712;21864;5;1
64713;2044;1;2
64714;21865;7;3
64715;8923;1;3
64716;21866;5;3
64718;1195;1;2
64721;18558;1;2
64723;21870;7;2
64726;21872;5;2
64727;15894;1;3
64728;19205;1;2
64731;21875;7;2
64733;21876;5;2
64735;1678;1;2
64741;14185;1;1
64747;12840;1;3
64749;10568;1;1
64750;21886;4;2
64751;13536;1;3
64752;8842;1;3
64756;21890;4;1
64757;21890;7;2
64761;360;1;2
64767;21896;5;2
64768;21138;1;2
64771;13330;1;1
64772;8180;1;1
64775;9746;1;1
64778;5968;1;2
64779;4432;1;2
64790;21910;5;1
64791;21910;7;3
64792;7457;1;3
64793;16720;1;3
64798;1236;1;1
64799;21915;7;3
64800;5576;1;2
64805;18070;1;1
64806;3540;1;1
64809;3742;1;2
64815;1119;1;2
64817;9435;1;1
64819;7803;1;1
64820;1047;1;1
64821;21928;4;2
64822;5200;1;1
64824;21930;4;2
64825;21930;7;2
64830;18508;1;2
64834;23594;1;1
64841;21940;5;1
64842;21940;7;3
64850;21945;7;3
64851;18708;1;1
64860;8234;1;2
64861;10442;1;3
64866;5095;1;1
64867;21955;7;2
64868;24031;1;2
64872;21958;4;3
64873;18980;1;3
64874;23235;1;2
64881;8405;1;1
64886;21966;5;3
64888;17135;1;2
64889;21968;4;1
64892;21970;4;2
64893;21970;7;3
64894;12946;1;3
64895;21340;1;2
64897;21118;1;3
64904;6633;1;1
64911;5334;1;2
64919;22053;1;1
64920;21986;4;3
64921;12779;1;2
64935;21995;7;3
64936;20860;1;3
64938;4870;1;2
64941;15301;1;1
64942;14610;1;1
64943;22000;4;2
64944;22000;7;3
64945;2895;1;3
64958;14037;1;2
64960;22010;4;2
64961;22010;7;2
64963;5192;1;1
64968;18941;1;1
64972;7969;1;1
64979;19006;1;1
64982;6380;1;3
64984;22024;5;2
64990;11697;1;1
64992;895;1;1
64993;22535;1;1
64997;24108;1;1
64999;18259;1;3
65001;22034;4;3
65003;22035;7;2
65006;10093;1;3
65010;3773;1;1
65013;14638;1;1
65014;722;1;2
65016;23282;1;1
65017;12708;1;1
65023;18065;1;3
65024;10703;1;1
65026;10786;1;2
65032;22052;4;2
65034;18564;1;3
65036;18376;1;1
65040;12547;1;2
65042;22058;5;3
65045;22060;5;2
65046;22060;7;1
65053;18469;1;1
65055;10083;1;3
65061;18317;1;3
65064;19686;1;3
65065;10911;1;2
65066;22072;4;3
65067;13089;1;2
65070;11268;1;1
65071;22075;7;1
65074;23454;1;1
65075;7298;1;2
65076;22078;5;3
65077;2079;1;3
65087;12654;1;3
65089;23893;1;2
65095;3834;1;1
65101;23399;1;3
65106;15161;1;3
65108;1080;1;3
65110;22098;4;3
65111;16646;1;3
65119;7922;1;3
65121;18087;1;3
65122;22105;7;2
65125;6141;1;1
65126;20617;1;2
65128;15934;1;2
65129;21311;1;3
65139;22115;7;3
65140;17477;1;3
65144;22118;5;3
65145;19388;1;1
65147;22120;5;2
65148;22120;7;1
65155;8291;1;1
65156;22125;7;2
65158;22126;4;1
65159;23657;1;2
65162;23477;1;1
65163;2876;1;1
65166;15343;1;2
65168;22132;5;2
65170;11426;1;2
65171;22134;5;2
65177;23714;1;1
65179;16910;1;3
65188;22144;4;3
65193;16084;1;2
65197;22185;1;2
65198;22150;4;1
65199;22150;7;3
65203;2477;1;1
65207;22155;7;1
65214;22846;1;2
65221;3680;1;3
65229;22168;5;3
65230;2879;1;2
65231;2135;1;1
65235;3110;1;3
65241;22175;7;3
65242;16530;1;3
65244;18190;1;2
65258;22185;7;3
65260;22186;4;3
65261;19168;1;2
65262;2564;1;3
65265;23960;1;1
65269;17714;1;3
65276;13459;1;1
65282;1654;1;3
65283;22200;5;1
65284;22200;7;2
65285;22705;1;3
65289;4953;1;3
65293;6667;1;1
65295;9730;1;2
65298;4535;1;3
65302;20758;1;2
65304;22212;5;3
65306;16238;1;3
65307;22214;5;3
65309;22215;7;1
65319;22078;1;2
65321;22222;4;3
65322;17871;1;1
65324;22224;4;3
65327;1010;1;1
65328;22226;5;1
65331;22228;4;3
65335;22230;7;2
65337;21818;1;2
65340;21268;1;2
65342;20887;1;2
65348;22238;5;1
65349;16635;1;1
65353;18623;1;2
65360;22245;7;3
65363;9403;1;2
65366;14491;1;3
65367;24063;1;1
65373;1801;1;1
65376;12712;1;2
65379;22256;5;2
65382;22258;4;3
65383;15842;1;1
65384;11977;1;2
65391;6863;1;2
65393;1354;1;1
65394;22265;7;3
65395;17079;1;2
65396;22266;4;2
65397;4483;1;1
65398;21649;1;2
65400;2624;1;2
65404;23881;1;3
65407;23121;1;1
65409;22274;5;3
65411;22275;7;3
65416;22278;5;2
65422;8645;1;3
65424;12581;1;1
65425;18139;1;3
65427;12318;1;3
65429;14666;1;1
65431;4124;1;3
65443;22294;5;3
65446;21591;1;2
65456;22581;1;2
65457;22302;4;2
65460;22304;4;3
65464;22306;4;3
65471;22310;7;1
65473;21491;1;2
65478;5803;1;1
65483;11737;1;2
65485;12853;1;3
65492;9884;1;2
65493;2958;1;2
65494;22324;5;1
65495;21057;1;1
65500;9547;1;3
65503;18956;1;3
65506;12940;1;2
65507;6336;1;2
65517;9014;1;2
65519;20317;1;2
65520;22813;1;2
65521;22340;4;2
65522;22340;7;3
65529;16258;1;1
65531;17993;1;1
65533;15081;1;2
65536;464;1;1
65537;18890;1;3
65541;10078;1;1
65545;22354;5;3
65547;22355;7;2
65550;10237;1;1
65553;10700;1;2
65554;5203;1;2
65565;15001;1;3
65566;22366;5;3
65569;22368;4;2
65572;22370;4;2
65573;22370;7;2
65578;10134;1;2
65579;22374;5;1
65582;23397;1;2
65586;22378;5;3
65588;6620;1;2
65589;22380;4;3
65590;22380;7;3
65591;21223;1;2
65595;14486;1;3
65596;22384;5;3
65598;22385;7;2
65599;6070;1;1
65600;22386;4;2
65602;21085;1;2
65604;14362;1;1
65609;14461;1;1
65612;15353;1;2
65618;20375;1;1
65619;8891;1;1
65620;22398;5;2
65621;9302;1;1
65623;22400;5;2
65624;22400;7;1
65627;22402;4;2
65630;22404;4;1
65633;611;1;2
65638;2997;1;3
65640;22410;5;2
65641;22410;7;2
65642;19093;1;1
65643;22037;1;3
65644;22412;5;3
65645;12296;1;2
65654;22418;5;2
65655;17719;1;3
65663;18748;1;1
65671;22428;5;2
65672;10916;1;3
65674;22430;4;2
65675;22430;7;2
65676;1634;1;1
65684;12876;1;1
65685;22436;5;3
65686;16474;1;3
65690;19656;1;2
65697;12960;1;3
65699;6382;1;1
65700;22445;7;1
65703;15179;1;1
65710;19657;1;1
65711;14975;1;2
65715;22454;5;2
65718;20415;1;1
65724;405;1;2
65732;22464;4;3
65734;22465;7;2
65735;20426;1;2
65736;22466;5;2
65742;22470;4;3
65743;22470;7;3
65748;5054;1;3
65750;16875;1;1
65751;22475;7;2
65754;13038;1;1
65757;15885;1;3
65758;23567;1;3
65764;12997;1;1
65765;15315;1;3
65767;19970;1;3
65781;5202;1;3
65782;13411;1;1
65786;15623;1;1
65787;22496;4;1
65788;14380;1;1
65791;18731;1;1
65793;22500;5;2
65794;22500;7;2
65798;4982;1;2
65801;5340;1;3
65802;22505;7;1
65805;10387;1;2
65822;13458;1;1
65823;12725;1;3
65826;16769;1;3
65833;16111;1;3
65835;2555;1;2
65839;9569;1;1
65844;22530;4;2
65845;22530;7;3
65846;19460;1;2
65849;23316;1;1
65852;8937;1;3
65853;22535;7;1
65855;22536;4;3
65860;4231;1;2
65863;10704;1;1
65864;10930;1;2
65867;9871;1;2
65869;13812;1;2
65871;2339;1;3
65874;6731;1;1
65875;22548;5;2
65880;16729;1;3
65883;17544;1;1
65903;16511;1;3
65906;22566;4;1
65911;7692;1;2
65917;20479;1;3
65921;22575;7;3
65924;6636;1;1
65927;18064;1;1
65932;7948;1;1
65934;19746;1;1
65936;22584;5;1
65938;22585;7;3
65940;22586;4;2
65942;16221;1;3
65944;6356;1;1
65948;17608;1;3
65949;7075;1;1
65953;22594;5;2
65956;10133;1;2
65958;2551;1;2
65959;1745;1;3
65965;3968;1;1
65966;20970;1;2
65970;22604;4;2
65971;3416;1;3
65973;7907;1;2
65976;1594;1;3
65982;10364;1;1
65983;17890;1;2
65986;20263;1;2
65987;22614;4;2
65989;22615;7;1
65992;208;1;1
65993;3123;1;1
66005;15172;1;1
66006;22625;7;2
66007;20399;1;2
66012;1761;1;3
66014;22630;5;3
66015;22630;7;3
66018;22632;5;3
66019;8814;1;2
66020;23530;1;3
66026;20773;1;3
66029;14545;1;3
66032;22640;7;2
66033;8601;1;1
66037;24009;1;3
66054;18204;1;3
66056;8525;1;3
66059;22656;5;2
66063;19208;1;1
66068;984;1;2
66071;9856;1;1
66075;15903;1;1
66076;22666;5;1
66078;12853;1;2
66079;22668;5;1
66085;21646;1;3
66087;6450;1;1
66093;22676;4;3
66097;16609;1;3
66108;22685;7;2
66114;2517;1;3
66120;22692;4;2
66122;10558;1;3
66123;22694;5;3
66126;19735;1;2
66129;16254;1;1
66131;1379;1;3
66136;22978;1;1
66138;18250;1;1
66139;9524;1;1
66141;823;1;1
66142;22705;7;3
66144;22706;5;2
66146;1506;1;1
66147;22708;5;1
66150;22710;4;1
66151;22710;7;1
66153;15669;1;1
66154;22712;4;2
66155;4953;1;2
66156;18878;1;2
66160;2396;1;1
66162;22998;1;2
66163;2210;1;2
66165;12520;1;3
66172;10567;1;2
66173;16196;1;2
66176;22725;7;2
66179;3039;1;1
66184;22730;5;3
66185;22730;7;3
66186;10246;1;3
66192;15020;1;1
66194;16943;1;2
66198;22738;5;2
66206;13876;1;2
66208;22744;4;3
66210;22745;7;2
66211;9519;1;2
66217;14712;1;3
66226;12969;1;3
66229;22756;5;2
66233;7293;1;3
66237;20474;1;2
66239;22762;4;2
66242;22764;5;3
66245;11987;1;1
66254;20785;1;3
66258;8687;1;1
66264;18931;1;1
66268;13274;1;3
66269;22780;4;3
66270;22780;7;3
66271;1354;1;3
66272;19452;1;3
66275;3650;1;3
66277;4015;1;2
66289;16219;1;3
66290;22792;4;3
66294;11599;1;3
66296;11243;1;1
66301;23444;1;1
66305;17825;1;3
66306;471;1;1
66307;22802;5;3
66316;23968;1;1
66317;22808;4;1
66327;22814;5;2
66328;4879;1;1
66330;17612;1;1
66333;4122;1;2
66335;8976;1;2
66336;1518;1;2
66337;22820;5;3
66338;22820;7;2
66341;22822;4;1
66342;17027;1;1
66343;4275;1;3
66346;22825;7;2
66347;20887;1;2
66352;13024;1;2
66353;3599;1;1
66354;22830;4;3
66355;22830;7;3
66360;20063;1;1
66363;22835;7;1
66364;6675;1;1
66377;5097;1;2
66379;9029;1;1
66380;22845;7;3
66382;22846;5;2
66386;18152;1;1
66389;22850;7;1
66390;2483;1;1
66393;12791;1;1
66400;8567;1;2
66402;22858;5;2
66404;20011;1;1
66405;22860;4;1
66406;22860;7;3
66408;3116;1;3
66409;22862;4;1
66410;23294;1;3
66411;20637;1;1
66414;22865;7;3
66416;22866;5;3
66417;289;1;3
66421;5652;1;3
66427;13458;1;3
66431;22875;7;2
66434;13657;1;3
66439;22880;4;2
66440;22880;7;3
66449;6757;1;3
66452;21263;1;3
66453;22888;4;3
66454;7984;1;2
66458;8567;1;3
66460;22892;4;1
66461;13952;1;2
66464;9356;1;1
66465;22895;7;3
66470;22898;5;1
66471;8682;1;2
66477;22902;4;2
66478;5756;1;2
66481;19333;1;2
66483;15521;1;3
66485;5035;1;1
66490;22910;4;3
66491;22910;7;1
66493;14243;1;1
66494;22912;5;3
66495;11680;1;1
66499;22915;7;3
66500;15885;1;3
66510;18383;1;1
66511;22922;5;3
66513;21856;1;1
66514;22924;4;3
66515;23075;1;3
66525;22930;7;1
66527;15793;1;1
66537;15236;1;2
66539;16646;1;1
66541;22940;5;2
66542;22940;7;2
66544;18513;1;2
66546;16917;1;1
66550;22945;7;2
66551;10825;1;1
66554;23490;1;3
66555;22948;4;1
66557;5744;1;3
66558;22950;4;2
66559;22950;7;3
66560;7835;1;1
66562;22952;4;1
66567;22955;7;1
66578;6423;1;2
66584;22965;7;1
66591;20597;1;2
66594;724;1;1
66595;21614;1;1
66598;15430;1;1
66600;7630;1;1
66603;22976;5;3
66606;22978;4;3
66607;8284;1;3
66612;17282;1;3
66617;20797;1;3
66618;22985;7;3
66621;8974;1;1
66622;3505;1;1
66624;8972;1;2
66636;8089;1;1
66637;22996;5;1
66639;6253;1;2
66646;19921;1;2
66647;23002;5;3
66652;23005;7;1
66654;23006;4;2
66655;18965;1;3
66657;23008;4;2
66664;23012;4;3
66665;22503;1;3
66666;14501;1;1
66667;23014;4;2
66668;14368;1;1
66670;21043;1;2
66671;23016;5;3
66673;6793;1;2
66675;1388;1;3
66679;21085;1;2
66680;6858;1;3
66685;19246;1;1
66690;16572;1;3
66696;22850;1;3
66697;17751;1;1
66699;11145;1;2
66700;19611;1;1
66709;8025;1;1
66710;17991;1;3
66712;23040;7;2
66713;10140;1;3
66723;1881;1;2
66724;10657;1;1
66726;7168;1;3
66727;8597;1;1
66732;23052;4;3
66733;23444;1;2
66736;7232;1;1
66737;23055;7;3
66740;4160;1;3
66741;4118;1;1
66744;18778;1;2
66745;23060;5;3
66746;23060;7;1
66749;23062;5;2
66750;380;1;3
66752;23064;4;2
66755;7499;1;1
66757;17816;1;2
66760;1440;1;3
66762;23070;4;2
66763;23070;7;3
66766;23072;5;3
66767;21700;1;1
66770;14176;1;3
66771;23075;7;3
66779;23080;5;2
66780;23080;7;2
66781;23812;1;2
66782;22566;1;3
66784;14669;1;3
66785;19825;1;3
66787;17820;1;2
66790;23086;4;1
66794;12753;1;2
66803;23094;4;3
66804;10976;1;1
66806;15669;1;3
66807;23096;4;1
66808;15504;1;2
66809;4414;1;3
66812;22398;1;3
66813;23100;4;3
66814;23100;7;2
66815;1668;1;3
66818;23423;1;3
66823;17087;1;3
66824;23106;4;3
66833;12857;1;3
66837;23114;4;1
66839;23115;7;1
66843;4087;1;1
66849;23225;1;2
66850;9611;1;2
66852;13570;1;2
66856;23125;7;2
66868;23132;5;1
66869;1031;1;2
66870;19369;1;2
66871;23134;5;1
66873;23135;7;3
66878;23138;4;3
66881;23140;5;1
66882;23140;7;3
66884;19729;1;1
66886;4808;1;3
66889;2278;1;3
66892;23146;5;2
66899;23150;7;3
66900;22226;1;1
66902;23152;5;3
66903;14128;1;3
66904;23520;1;1
66906;18677;1;3
66908;12791;1;3
66913;1956;1;2
66929;23168;5;2
66931;17599;1;1
66934;7523;1;2
66935;3253;1;1
66936;23172;5;1
66937;13000;1;1
66938;11206;1;1
66940;10600;1;3
66941;23175;7;1
66943;23176;4;2
66945;16769;1;2
66947;18337;1;2
66949;23180;5;3
66950;23180;7;1
66951;8776;1;1
66953;23182;4;2
66955;13393;1;3
66956;23184;4;1
66960;23186;4;3
66962;13186;1;1
66964;7513;1;1
66968;11127;1;2
66969;12645;1;2
66970;23192;5;2
66972;19021;1;2
66973;23194;5;3
66978;21337;1;2
66983;23200;5;2
66984;23200;7;3
66987;23202;4;2
66991;18294;1;3
66995;13073;1;2
66997;23208;5;3
66998;23415;1;1
67006;6153;1;2
67008;10037;1;3
67011;23216;5;3
67012;20412;1;1
67014;23218;4;2
67015;10841;1;3
67017;23220;5;1
67018;23220;7;1
67019;5192;1;1
67020;15010;1;2
67022;11697;1;1
67024;23224;4;1
67026;23225;7;3
67029;18297;1;2
67030;4998;1;3
67033;5603;1;3
67043;23235;7;2
67045;23236;4;1
67047;12490;1;2
67051;23240;5;3
67052;23240;7;1
67054;13623;1;1
67061;17081;1;1
67066;8660;1;3
67067;6630;1;1
67070;6531;1;3
67071;22955;1;1
67077;23255;7;3
67079;23256;5;3
67088;18540;1;3
67089;23262;4;2
67092;23264;5;3
67097;948;1;2
67098;11966;1;2
67100;13212;1;3
67101;20549;1;2
67107;2748;1;2
67108;8456;1;1
67112;17404;1;3
67115;17469;1;3
67117;13559;1;2
67121;13859;1;3
67122;19892;1;1
67123;23282;4;3
67125;15627;1;1
67127;13965;1;2
67128;23285;7;3
67131;6853;1;3
67132;17344;1;2
67133;23288;4;2
67137;23290;7;1
67138;13372;1;3
67140;23292;5;3
67146;21655;1;1
67148;23037;1;3
67150;23298;4;1
67152;1492;1;3
67154;23300;7;2
67156;16111;1;3
67158;11822;1;1
67162;23305;7;3
67165;7710;1;1
67166;1164;1;1
67167;23308;5;3
67168;1409;1;3
67169;7127;1;3
67176;15606;1;3
67179;23315;7;2
67181;23316;5;3
67184;23318;4;3
67188;23320;7;3
67190;22979;1;3
67195;10255;1;3
67199;7414;1;2
67200;3030;1;2
67210;18793;1;3
67213;23335;7;3
67214;6625;1;2
67219;21449;1;1
67223;13430;1;1
67225;23342;4;2
67229;16782;1;1
67233;21874;1;3
67234;16507;1;2
67237;6930;1;1
67239;23350;7;2
67240;13275;1;1
67244;16399;1;2
67247;23355;7;1
67253;23966;1;2
67257;24052;1;1
67261;17072;1;2
67264;23365;7;3
67268;8063;1;2
67270;14976;1;3
67277;8817;1;2
67279;23374;5;3
67280;13068;1;2
67284;912;1;3
67286;23378;4;1
67288;17597;1;2
67290;23380;7;2
67292;22200;1;2
67304;4225;1;1
67305;2914;1;2
67306;23390;4;2
67307;23390;7;1
67312;8123;1;2
67316;23858;1;1
67319;19004;1;1
67323;23400;5;3
67324;23400;7;2
67329;8682;1;3
67331;9188;1;3
67337;23408;5;3
67338;12283;1;1
67340;23410;5;3
67341;23410;7;1
67343;7288;1;2
67346;1840;1;1
67349;23415;7;3
67353;21102;1;3
67361;23422;5;1
67362;13246;1;2
67363;723;1;1
67366;23425;7;3
67372;9158;1;1
67373;4868;1;3
67374;23430;5;1
67375;23430;7;3
67377;16846;1;1
67379;16074;1;3
67382;9354;1;1
67383;23435;7;1
67384;6469;1;3
67385;23436;5;2
67387;5614;1;3
67388;23438;5;1
67389;21718;1;2
67396;20806;1;2
67397;17842;1;3
67398;23444;5;3
67399;14961;1;2
67400;23445;7;2
67401;20294;1;2
67403;22585;1;2
67404;8659;1;2
67405;23448;5;1
67414;4286;1;3
67418;1414;1;3
67421;12059;1;3
67423;22039;1;2
67427;10614;1;1
67429;23462;5;1
67440;10329;1;2
67442;23470;4;3
67443;23470;7;1
67445;17404;1;1
67447;3053;1;3
67448;17492;1;1
67455;15839;1;2
67456;23478;5;1
67460;23480;7;3
67472;12833;1;2
67476;23490;4;2
67477;23490;7;1
67479;22265;1;2
67483;23494;4;3
67485;23495;7;1
67487;23496;5;2
67488;761;1;3
67494;23500;7;3
67495;18648;1;3
67500;23504;5;2
67504;23506;4;2
67508;23434;1;2
67510;23510;4;3
67511;23510;7;2
67512;22324;1;2
67515;20535;1;3
67516;16791;1;3
67524;23518;4;2
67526;12774;1;3
67527;23520;5;2
67528;23520;7;2
67533;7376;1;2
67535;11619;1;2
67536;23525;7;3
67542;4009;1;2
67543;16438;1;3
67544;23530;4;3
67545;23530;7;2
67547;15302;1;3
67548;23532;4;2
67551;23534;4;3
67553;23535;7;2
67556;23269;1;2
67557;18369;1;3
67559;16660;1;3
67562;23540;7;3
67563;8992;1;3
67564;2269;1;3
67566;10811;1;3
67571;1179;1;2
67572;23546;4;2
67573;21804;1;2
67574;5454;1;2
67575;23548;5;1
67576;2719;1;2
67577;21200;1;3
67580;21182;1;2
67581;13509;1;3
67585;23554;4;2
67586;20193;1;2
67588;9025;1;2
67590;14435;1;3
67592;23558;4;3
67595;23560;5;3
67596;23560;7;2
67597;11776;1;1
67608;16881;1;3
67609;23568;5;1
67617;17194;1;1
67618;4790;1;1
67622;23454;1;2
67625;11415;1;3
67627;20022;1;3
67630;23580;7;3
67631;6320;1;2
67632;17247;1;3
67634;1031;1;2
67636;23584;5;2
67638;23585;7;3
67651;23184;1;1
67653;23594;4;1
67654;22825;1;3
67657;23596;5;2
67658;2746;1;1
67659;20221;1;1
67663;23600;5;1
67664;23600;7;1
67665;22764;1;1
67666;10743;1;1
67668;15609;1;2
67669;16507;1;1
67670;23604;5;3
67675;21413;1;3
67682;13285;1;2
67689;23615;7;2
67690;12042;1;1
67700;6205;1;1
67703;1443;1;2
67707;1771;1;2
67710;20270;1;2
67714;23630;4;3
67715;23630;7;1
67716;14427;1;2
67718;23632;5;3
67719;16468;1;1
67720;5215;1;3
67722;864;1;2
67723;23635;7;2
67724;6118;1;3
67730;12496;1;3
67735;23642;5;1
67737;8510;1;3
67739;4144;1;3
67740;23645;7;1
67741;3218;1;1
67746;3123;1;1
67747;4535;1;3
67754;10985;1;3
67755;23654;5;2
67756;14941;1;3
67757;23655;7;2
67758;22998;1;1
67762;23658;4;3
67770;21548;1;2
67776;23666;4;2
67777;6527;1;2
67778;19633;1;2
67780;13099;1;1
67781;2016;1;3
67782;23670;4;1
67783;23670;7;3
67784;4954;1;2
67788;6924;1;3
67790;19760;1;3
67799;23680;4;3
67800;23680;7;1
67801;7183;1;2
67803;23682;5;1
67805;6544;1;3
67813;23688;4;3
67821;10677;1;1
67834;23700;7;1
67835;21076;1;3
67837;23702;5;3
67844;23706;5;3
67846;16362;1;1
67848;23462;1;3
67853;6646;1;3
67855;22284;1;3
67857;23714;5;1
67859;23715;7;1
67861;23716;5;2
67865;14904;1;1
67867;23720;5;2
67868;23720;7;1
67872;2450;1;2
67874;23724;4;2
67875;14929;1;1
67889;2476;1;1
67891;23734;5;1
67892;6915;1;3
67897;15728;1;3
67907;5162;1;3
67917;12779;1;1
67921;17161;1;3
67922;23752;4;1
67924;13929;1;3
67926;21747;1;1
67927;23755;7;2
67928;5215;1;3
67930;23895;1;3
67934;19254;1;1
67937;22086;1;2
67938;23568;1;3
67941;8479;1;1
67943;21219;1;2
67944;23765;7;1
67948;21359;1;1
